cv_protocol,cohort_name,modality,device,task,feature_set,model,seed,feature_count,outer_fold,selected_params,selected_threshold,inner_cv_auroc,n_train_subjects,n_validation_subjects
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,logistic_regression,20260909,2,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.6385142857142858,275,26
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,logistic_regression,20260909,2,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.6395303326810176,216,85
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,logistic_regression,20260909,2,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.6408450704225352,229,72
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,logistic_regression,20260909,2,3,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.4,0.6761764705882353,260,41
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,logistic_regression,20260909,2,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.619212865002116,224,77
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,random_forest,20260909,2,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.6474857142857144,275,26
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,random_forest,20260909,2,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.6360078277886496,216,85
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,random_forest,20260909,2,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.5,0.645620851546058,229,72
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,random_forest,20260909,2,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.55,0.6888235294117647,260,41
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,random_forest,20260909,2,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.6113838341091831,224,77
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,hist_gradient_boosting,20260909,2,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.6402,275,26
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,hist_gradient_boosting,20260909,2,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.35,0.6295009784735812,216,85
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,hist_gradient_boosting,20260909,2,2,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.6432329609842965,229,72
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,hist_gradient_boosting,20260909,2,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.6589869281045752,260,41
group_cv,eye_qixin_500_combined_native,eye,qixin_500,combined,sex_grade,hist_gradient_boosting,20260909,2,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.6008463817181549,224,77
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,logistic_regression,20260909,21,0,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.607441940775274,224,25
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,logistic_regression,20260909,21,1,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5071684587813621,178,71
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,logistic_regression,20260909,21,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.6097898868621565,193,56
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,logistic_regression,20260909,21,3,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.45,0.5681795106102143,214,35
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,logistic_regression,20260909,21,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.35,0.4550995024875622,187,62
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,random_forest,20260909,21,0,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.5327635327635328,224,25
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,random_forest,20260909,21,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.75,0.42368578255675027,178,71
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,random_forest,20260909,21,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.4,0.5340567998152852,193,56
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,random_forest,20260909,21,3,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.49538024164889843,214,35
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,random_forest,20260909,21,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.4823383084577115,187,62
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,hist_gradient_boosting,20260909,21,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.5,0.5716135716135715,224,25
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,hist_gradient_boosting,20260909,21,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.2,0.44332437275985664,178,71
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,hist_gradient_boosting,20260909,21,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.3,0.5319787577926576,193,56
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,hist_gradient_boosting,20260909,21,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.55,0.4997461671235658,214,35
group_cv,eye_tobii_free_viewing_native,eye,tobii,free_viewing,qc,hist_gradient_boosting,20260909,21,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.45,0.5409203980099503,187,62
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,logistic_regression,20260909,3,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.621241229535583,228,25
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,logistic_regression,20260909,3,1,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.2,0.5375901875901876,181,72
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,logistic_regression,20260909,3,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.4,0.5054647887323944,196,57
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,logistic_regression,20260909,3,3,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.6218627450980393,218,35
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,logistic_regression,20260909,3,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.55,0.6308337384540593,189,64
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,random_forest,20260909,3,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5824841296358169,228,25
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,random_forest,20260909,3,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5373737373737374,181,72
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,random_forest,20260909,3,2,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.4747605633802817,196,57
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,random_forest,20260909,3,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.6,0.6044117647058823,218,35
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,random_forest,20260909,3,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.55,0.6161886242100147,189,64
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,hist_gradient_boosting,20260909,3,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.3,0.5410958904109588,228,25
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,hist_gradient_boosting,20260909,3,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.5606060606060606,181,72
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,hist_gradient_boosting,20260909,3,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.35,0.4726760563380281,196,57
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,hist_gradient_boosting,20260909,3,3,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.6,0.6016176470588236,218,35
group_cv,eye_tobii_saccade_native,eye,tobii,saccade,demographics,hist_gradient_boosting,20260909,3,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.45,0.636181332036947,189,64
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,no_information,no_information_prior,20260909,0,0,"{""strategy"": ""prior""}",0.5,,226,24
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,no_information,no_information_prior,20260909,0,1,"{""strategy"": ""prior""}",0.5,,178,72
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,no_information,no_information_prior,20260909,0,2,"{""strategy"": ""prior""}",0.5,,195,55
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,no_information,no_information_prior,20260909,0,3,"{""strategy"": ""prior""}",0.5,,215,35
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,no_information,no_information_prior,20260909,0,4,"{""strategy"": ""prior""}",0.5,,186,64
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,logistic_regression,20260909,6,0,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5753086419753086,226,24
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,logistic_regression,20260909,6,1,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.25,0.5591397849462365,178,72
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,logistic_regression,20260909,6,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.4985233984552476,195,55
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,logistic_regression,20260909,6,3,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5964098426784993,215,35
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,logistic_regression,20260909,6,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.7,0.5226389063087922,186,64
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,random_forest,20260909,6,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.55,0.5104725415070243,226,24
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,random_forest,20260909,6,1,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.4,0.5718339307048985,178,72
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,random_forest,20260909,6,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.5105633802816901,195,55
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,random_forest,20260909,6,3,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.5,0.5478015328761597,215,35
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,random_forest,20260909,6,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.6,0.45936284961745893,186,64
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,hist_gradient_boosting,20260909,6,0,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.45,0.5200510855683269,226,24
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,hist_gradient_boosting,20260909,6,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5,0.537410394265233,178,72
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,hist_gradient_boosting,20260909,6,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.4,0.5135733757383008,195,55
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,hist_gradient_boosting,20260909,6,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.6,0.5430617184348527,215,35
group_cv,eye_tobii_smooth_pursuit_native,eye,tobii,smooth_pursuit,signal_contrast_demographics,hist_gradient_boosting,20260909,6,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.7,0.41113758936410383,186,64
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,logistic_regression,20260909,78,0,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.8,0.47731967280839455,224,98
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,logistic_regression,20260909,78,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.75,0.5106797517679319,251,71
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,logistic_regression,20260909,78,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.8,0.40999785453765286,256,66
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,logistic_regression,20260909,78,3,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.65,0.4804889158821743,252,70
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,logistic_regression,20260909,78,4,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.75,0.49256254225828255,305,17
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,random_forest,20260909,78,0,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.5,0.5062381227794761,224,98
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,random_forest,20260909,78,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.45,0.48325876749891755,251,71
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,random_forest,20260909,78,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.5,0.4276621611957377,256,66
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,random_forest,20260909,78,3,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.45,0.5140449438202248,252,70
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,random_forest,20260909,78,4,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.25,0.46827006664734855,305,17
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,hist_gradient_boosting,20260909,78,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.35,0.5246633066181938,224,98
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,hist_gradient_boosting,20260909,78,1,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.65,0.5020204935777168,251,71
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,hist_gradient_boosting,20260909,78,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.5,0.45512407923907605,256,66
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,hist_gradient_boosting,20260909,78,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.2,0.542438505921652,252,70
group_cv,eye_qixin_120_free_viewing_native,eye,qixin_120,free_viewing,signal_absolute_demographics,hist_gradient_boosting,20260909,78,4,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.2,0.47280981358060464,305,17
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,logistic_regression,20260909,3,0,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.4,0.48468379446640314,224,98
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,logistic_regression,20260909,3,1,"{""model__C"": 1.0, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.5877438324727481,251,71
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,logistic_regression,20260909,3,2,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.3,0.5110759493670886,255,67
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,logistic_regression,20260909,3,3,"{""model__C"": 1.0, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.591685393258427,253,69
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,logistic_regression,20260909,3,4,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.45,0.5592617514178602,305,17
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,random_forest,20260909,3,0,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.46002140974967065,224,98
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,random_forest,20260909,3,1,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.45,0.5678786574870912,251,71
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,random_forest,20260909,3,2,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.3,0.48442894131185266,255,67
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,random_forest,20260909,3,3,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5863670411985018,253,69
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,random_forest,20260909,3,4,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5, ""model__n_estimators"": 120}",0.6,0.4777948668653273,305,17
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,hist_gradient_boosting,20260909,3,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.35,0.4723320158102766,224,98
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,hist_gradient_boosting,20260909,3,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.03, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 15}",0.5,0.5957042455536431,251,71
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,hist_gradient_boosting,20260909,3,2,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.05, ""model__max_iter"": 100, ""model__max_leaf_nodes"": 7}",0.2,0.4547612197928654,255,67
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,hist_gradient_boosting,20260909,3,3,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.45,0.6027340823970037,253,69
group_cv,eye_qixin_120_saccade_native,eye,qixin_120,saccade,signal_contrast,hist_gradient_boosting,20260909,3,4,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.4,0.48272133038546566,305,17
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,logistic_regression,20260909,41,0,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.4,0.49856582125603865,234,102
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,logistic_regression,20260909,41,1,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.5,0.6216966173361522,262,74
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,logistic_regression,20260909,41,2,"{""model__C"": 0.1, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.5,0.5955617752898841,265,71
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,logistic_regression,20260909,41,3,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.5221467391304347,264,72
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,logistic_regression,20260909,41,4,"{""model__C"": 0.3, ""model__penalty"": ""l1"", ""model__solver"": ""liblinear""}",0.55,0.4801649991223451,319,17
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,random_forest,20260909,41,0,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.5,0.5190217391304348,234,102
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,random_forest,20260909,41,1,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.4,0.558073467230444,262,74
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,random_forest,20260909,41,2,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.3,0.5482473677195788,265,71
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,random_forest,20260909,41,3,"{""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 5, ""model__n_estimators"": 160}",0.35,0.5171875,264,72
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,random_forest,20260909,41,4,"{""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 8, ""model__n_estimators"": 160}",0.6,0.47033526417412674,319,17
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,hist_gradient_boosting,20260909,41,0,"{""model__l2_regularization"": 0.1, ""model__learning_rate"": 0.03, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 15}",0.6,0.548233695652174,234,102
group_cv,eye_qixin_120_smooth_pursuit_native,eye,qixin_120,smooth_pursuit,signal_absolute,hist_gradient_boosting,20260909,41,1,"{""model__l2_regularization"": 0.0, ""model__learning_rate"": 0.05, ""model__max_iter"": 50, ""model__max_leaf_nodes"": 7}",0.65,0.49233615221987315,262,74
